Symbol,Name,MarCap
455660,ACE 미국하이일드액티브(H),609
486830,HANARO 머니마켓액티브,607
415920,PLUS 글로벌희토류&전략자원생산기업,603
453640,KODEX 미국S&P500헬스케어,598
0068M0,KODEX 미국S&P500버퍼6월액티브,597
139320,TIGER 금은선물(H),595
455960,RISE 미국달러SOFR금리액티브(합성),594
472830,RISE 미국30년국채커버드콜(합성),594
0007G0,PLUS 글로벌원자력밸류체인,594
498860,RISE 코리아금융고배당,593
278620,PLUS 단기채권액티브,590
458750,TIGER 미국배당다우존스타겟커버드콜1호,584
400970,TIGER Fn메타버스,584
218420,KODEX 미국S&P500에너지(합성),581
101280,KODEX 일본TOPIX100,580
277640,TIGER 코스피대형주,577
152500,ACE 레버리지,573
139280,TIGER 경기방어,555
449770,KIWOOM 미국S&P500,552
365000,TIGER 인터넷TOP10,546
352540,KODEX 일본부동산리츠(H),544
316670,KIWOOM 코스닥150,542
452250,ACE 미국30년국채선물레버리지(합성 H),539
426150,WON 대한민국국고채액티브,536
395170,KODEX Top10동일가중,533
0067V0,TIGER 차이나글로벌리더스TOP3+,533
474800,KIWOOM 미국원유에너지기업,528
0113P0,HK 머니마켓액티브,525
375770,KODEX 탄소효율그린뉴딜,524
140700,KODEX 보험,523
114470,KIWOOM 국고채3년,523
0098Z0,FOCUS 200,520
0046Y0,ACE 미국배당퀄리티,519
256750,KODEX 차이나심천ChiNext(합성),519
104530,KIWOOM 고배당,515
0118S0,SOL 미국넥스트테크TOP10액티브,512
438560,SOL 국고채3년,511
138910,KODEX 구리선물(H),508
322410,HANARO K고배당,505
200030,KODEX 미국S&P500산업재(합성),503
475260,ACE 2월만기자동연장회사채AA-이상액티브,501
491220,PLUS 200TR,497
0152E0,SOL 배당성향탑픽액티브,493
253250,KIWOOM 200선물레버리지,492
496770,PLUS 글로벌방산,491
433880,PLUS TDF2060액티브 적격,484
450910,SOL 코스닥150,479
475070,KoAct 글로벌친환경전력인프라액티브,476
448570,FOCUS AI코리아액티브,474
139270,TIGER 200 금융,473
322400,HANARO e커머스,471
465350,RISE 2차전지TOP10인버스(합성),469
428510,KODEX 차이나AI테크액티브,468
453950,TIGER TSMC파운드리밸류체인,466
253150,PLUS 200선물레버리지,465
123310,TIGER 인버스,464
469060,RISE 미국반도체NYSE,457
407830,에셋플러스 글로벌플랫폼액티브,455
495940,RISE 미국AI테크액티브,453
479850,HANARO K-뷰티,448
464470,PLUS 미국채30년액티브,444
276990,KODEX 글로벌로봇(합성),444
0020H0,KoAct 글로벌양자컴퓨팅액티브,443
475270,ACE 5월만기자동연장회사채AA-이상액티브,443
0166N0,PLUS 코스닥150액티브,443
266360,KODEX K콘텐츠,441
453650,KODEX 미국S&P500금융,440
292560,TIGER 일본엔선물,438
385590,ACE ESG액티브,437
461340,HANARO 글로벌생성형AI액티브,436
122260,KIWOOM 통안채1년,434
174360,RISE 중국본토대형주CSI100,429
0166S0,PLUS K제조업핵심기업액티브,429
410870,TIME K컬처액티브,429
440650,ACE 미국달러단기채권액티브,428
476690,TIGER 글로벌비만치료제TOP2Plus,425
480310,TIGER 글로벌온디바이스AI,424
0040S0,HANARO 글로벌피지컬AI액티브,423
0083S0,1Q 미국메디컬AI,421
0172V0,1Q 은액티브,420
336160,RISE 금융채액티브,418
419430,KODEX 차이나2차전지MSCI(합성),416
395290,HANARO Fn K-POP&미디어,416
489290,WON 미국빌리어네어,415
476070,KODEX 글로벌비만치료제TOP2 Plus,412
437070,KODEX 아시아달러채권ESG플러스액티브,409
140950,파워 코스피100,407
099140,KODEX 차이나H,401
261140,TIGER 우선주,400
261120,TIGER 미국달러선물인버스2X,400
0141S0,SOL 조선기자재,399
429760,PLUS 미국S&P500,398
0104P0,TIGER 코리아배당다우존스위클리커버드콜,398
261060,TIGER 코스닥150IT,398
275300,KODEX 우량주,396
442260,마이티 다이나믹퀀트액티브,392
196030,ACE 일본TOPIX레버리지(H),388
252710,TIGER 200선물인버스2X,388
305050,ACE 코스피,387
139250,TIGER 200 에너지화학,381
459750,RISE 글로벌주식분산액티브,380
238720,ACE 일본Nikkei225(H),379
152380,KODEX 국채선물10년,376
479620,SOL 미국AI반도체칩메이커,375
245360,TIGER 차이나HSCEI,373
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),370
195930,TIGER 유로스탁스50(합성 H),369
0150K0,KoAct 수소전력ESS인프라액티브,367
449780,KIWOOM 미국S&P500(H),360
147970,TIGER 모멘텀,357
0155M0,ACE 미국SMR원자력TOP10,356
117460,KODEX 에너지화학,355
360140,KODEX 200롱코스닥150숏선물,355
0047R0,RISE 팔란티어고정테크100,351
241390,RISE V&S셀렉트밸류채권혼합,351
156080,KODEX MSCI Korea,350
414270,ACE 글로벌자율주행액티브,350
261250,KODEX 미국달러선물레버리지,350
468630,KODEX iShares미국투자등급회사채액티브,349
0013R0,RISE 테슬라미국채타겟커버드콜혼합(합성),349
0137V0,KIWOOM 미국S&P500모멘텀,348
487130,KoAct AI인프라액티브,346
461600,SOL 미국30년국채액티브(H),346
204450,KODEX 차이나H레버리지(H),344
0104G0,PLUS K방산레버리지,343
192720,파워 고배당저변동성,343
0162L0,KODEX 차이나AI반도체TOP10,338
461450,KODEX 코스닥글로벌,337
385520,KODEX 자율주행액티브,335
388280,RISE K엔터&여행레저,335
368190,HANARO Fn K-뉴딜디지털플러스,334
0023B0,PLUS 미국양자컴퓨팅TOP10,333
473490,KIWOOM 글로벌AI반도체,333
287180,PLUS 미국나스닥테크,332
256440,ACE MSCI인도네시아(합성),331
483420,ACE 애플밸류체인액티브,331
446700,RISE 배터리 리사이클링,330
0036D0,TIME 미국배당다우존스액티브,329
300950,KODEX 게임산업,327
0065G0,KODEX 차이나테크TOP10,323
475380,RISE 글로벌리얼티인컴,322
0093D0,KoAct 팔란티어밸류체인액티브,322
227540,TIGER 200 헬스케어,318
364990,TIGER 게임TOP10,318
271060,KODEX 3대농산물선물(H),317
491090,KODEX 미국테크TOP3플러스,317
352560,KODEX 미국부동산리츠(H),317
0144M0,KODEX 미국드론UAM TOP10,317
493420,SOL 미국배당다우존스2호,316
282000,RISE 국고채3년선물인버스,315
245350,TIGER 유로스탁스배당30,315
225130,ACE 골드선물 레버리지(합성 H),315
0097L0,KIWOOM 한국고배당&미국AI테크,312
0138T0,RISE 미국S&P500데일리고정커버드콜,311
105780,RISE 5대그룹주,311
217770,TIGER 원유선물인버스(H),310
304770,HANARO 코스닥150,310
476260,HANARO 반도체핵심공정주도주,309
248270,TIGER S&P글로벌헬스케어(합성),309
100910,KIWOOM KRX100,308
0183J0,TIGER 미국우주테크,307
411540,SOL 200 Top10,305
472840,ITF 200,302
280930,KODEX 미국러셀2000(H),302
0141T0,SOL 중기종합채권(AA-이상)액티브,301
153270,KIWOOM 코스피100,299
418670,TIGER 글로벌AI사이버보안,298
459560,KODEX 테슬라밸류체인FactSet,298
494410,PLUS 미국S&P500성장주,298
477730,KODEX 인도타타그룹,298
276650,RISE 글로벌테크놀로지(합성 H),298
442560,RISE TDF2040액티브 적격,295
449690,TIGER 한중반도체(합성),295
117680,KODEX 철강,292
167860,KIWOOM 국고채10년레버리지,292
0155N0,HANARO K휴머노이드테마TOP10,291
438320,TIGER 차이나항셍테크레버리지(합성 H),290
275280,KODEX 모멘텀주,289
0103T0,1Q K소버린AI,288
269420,KODEX S&P글로벌인프라(합성),287
223190,KODEX 200가치저변동,286
437350,RISE 미국단기투자등급회사채액티브,285
471460,KIWOOM 국고채30년액티브,285
0107F0,KIWOOM 미국고배당&AI테크,282
300640,RISE 게임테마,278
284980,RISE 200금융,277
387270,TIGER 글로벌이노베이션액티브,277
0088N0,WON K-글로벌수급상위,276
497780,KoAct 미국천연가스인프라액티브,275
138230,KIWOOM 미국달러선물,273
289480,TIGER 200커버드콜,272
459790,KIWOOM 미국성장기업30액티브,270
226980,KODEX 200 중소형,267
461580,TIGER 코스닥글로벌,267
183700,RISE 채권혼합,266
0153X0,PLUS 미국고배당주액티브,266
415760,SOL 차이나육성산업액티브(합성),265
446690,KODEX 아시아AI반도체exChina액티브,261
0137W0,KIWOOM 미국S&P500&GOLD,261
491830,TIGER 미국AI반도체팹리스,258
415340,KODEX 차이나과창판STAR50(합성),258
219390,RISE 미국S&P원유생산기업(합성 H),257
363510,SOL KIS단기통안채,257
195970,PLUS 선진국MSCI(합성 H),255
360150,KODEX 코스닥150롱코스피200숏선물,255
275290,KODEX 가치주,253
252000,TIGER 200동일가중,252
481340,RISE 미국30년국채액티브,251
277540,ACE 아시아TOP50,249
138530,TIGER LG그룹플러스,249
145850,TREX 펀더멘탈 200,249
442090,에셋플러스 코리아대장장이액티브,247
483570,KCGI 미국S&P500 TOP10,247
272570,RISE 중장기국공채액티브,245
102960,KODEX 기계장비,244
407310,HANARO 200 TOP10,242
445910,TIGER MKF배당귀족,240
496120,ACE 코리아밸류업,239
450190,KODEX 한중반도체(합성),239
465660,TIGER 일본반도체FACTSET,234
0089B0,PLUS 미국나스닥100미국채혼합50,234
445690,BNK 주주가치액티브,233
469050,RISE 미국반도체NYSE(H),232
091220,TIGER 은행,231
253290,RISE 헬스케어채권혼합,231
236350,TIGER 인도니프티50레버리지(합성),230
0112X0,마이티 200TR,227
457690,KODEX 33-06 국고채액티브,226
463300,RISE 중국본토CSI300,225
185680,KODEX 미국S&P바이오(합성),224
469790,KIWOOM K-테크TOP10,222
433220,에셋플러스 글로벌대장장이액티브,221
440340,TIGER 글로벌멀티에셋TIF액티브,220
169950,KODEX 차이나A50,220
391670,HK 베스트일레븐액티브,219
464920,PLUS 일본반도체소부장,219
130680,TIGER 원유선물Enhanced(H),218
0026E0,KODEX 미국S&P500버퍼3월액티브,217
0049K0,ACE 미국배당퀄리티채권혼합50,216
292500,SOL KRX300,216
489000,PLUS 일본엔화초단기국채(합성),216
0051A0,KoAct 브로드컴밸류체인액티브,216
419650,PLUS 글로벌수소&차세대연료전지,214
292160,TIGER KRX300,213
417630,TIGER KEDI혁신기업ESG30,209
488200,KIWOOM K-2차전지북미공급망,209
0047P0,RISE 테슬라고정테크100,208
404260,KODEX 기후변화솔루션,208
364690,KODEX 혁신기술테마액티브,207
0084E0,KIWOOM 미국대형주500월간목표헤지액티브,207
159800,마이티 코스피100,207
332620,PLUS 미국장기우량회사채,206
396510,TIGER 차이나클린에너지SOLACTIVE,205
385600,ACE 2차전지&친환경차액티브,203
229720,KODEX KTOP30,202
0115C0,RISE 미국고배당다우존스TOP10,200
292050,RISE KRX300,196
266410,KODEX 필수소비재,196
376410,TIGER 탄소효율그린뉴딜,194
477490,에셋플러스 글로벌일등기업포커스10액티브,194
289040,KODEX MSCI KOREA ESG유니버설,193
375760,HANARO 탄소효율그린뉴딜,193
491510,파워 K-주주가치액티브,192
367740,HANARO Fn5G산업,191
108590,TREX 200,187
337120,KODEX 멀티팩터,186
468370,KODEX iShares미국인플레이션국채액티브,185
461910,PLUS 미국테크TOP10레버리지(합성),185
337150,KODEX 200exTOP,184
453820,KODEX 인도Nifty50레버리지(합성),183
448490,HANARO 32-10 국고채액티브,182
0090B0,PLUS K방산소부장,182
213630,PLUS 미국다우존스고배당주(합성 H),182
291130,ACE MSCI멕시코(합성),182
0028X0,KODEX 미국금융테크액티브,180
0067Y0,TIGER 차이나AI소프트웨어,180
276000,TIGER 글로벌자원생산기업(합성 H),180
0021D0,ACE TDF2030액티브 적격,180
289250,TIGER MSCI KOREA ESG유니버설,179
449580,RISE 테슬라애플아마존채권혼합,179
371450,TIGER 글로벌클라우드컴퓨팅INDXX,178
0153P0,ACE 리츠부동산인프라액티브,178
461900,PLUS 미국테크TOP10,177
464600,SOL 자동차소부장Fn,177
460660,RISE 미국S&P배당킹,177
387280,TIGER 퓨처모빌리티액티브,176
400570,KODEX 유럽탄소배출권선물ICE(H),175
0015F0,KIWOOM 팔란티어미국30년국채혼합액티브(H),175
250730,RISE 차이나HSCEI(H),175
483330,ACE 마이크로소프트밸류체인액티브,173
494420,PLUS 미국배당증가성장주데일리커버드콜,173
407820,에셋플러스 코리아플랫폼액티브,172
239660,PLUS 우량회사채50,169
371150,RISE 차이나항셍테크,168
469160,ACE 일본반도체,167
304760,HANARO KRX300,166
104520,KIWOOM 블루칩,166
289260,TIGER MSCI KOREA ESG리더스,166
438900,HANARO Fn K-푸드,165
0018Z0,RISE 미국양자컴퓨팅,165
453630,KODEX 미국S&P500필수소비재,165
183710,RISE 주식혼합,164
0086C0,TIGER 리츠부동산인프라10채권혼합액티브,164
447660,PLUS 애플채권혼합,163
195920,TIGER 일본TOPIX(합성 H),162
453010,PLUS KOFR금리,162
0164G0,RISE 차이나AI반도체TOP4Plus,162
482030,KoAct 반도체&2차전지핵심소재액티브,162
474920,에셋플러스 차이나일등기업포커스10액티브,161
463640,KODEX 미국S&P500유틸리티,160
442550,RISE TDF2030액티브 적격,160
227830,PLUS 코스피,160
0000H0,KODEX 인도Nifty미드캡100,160
487950,KODEX 대만테크고배당다우존스,158
265690,ACE 러시아MSCI(합성),158
409810,KODEX 미국나스닥100선물인버스(H),158
354350,HANARO 글로벌럭셔리S&P(합성),157
0013P0,RISE 미국은행TOP10,157
0094L0,RISE 차이나테크TOP10위클리타겟커버드콜,156
381560,HANARO Fn전기&수소차,156
498050,HANARO 바이오코리아액티브,155
472720,TRUSTON 주주가치액티브,155
422260,VITA MZ소비액티브,154
225060,TIGER 이머징마켓MSCI레버리지(합성 H),153
432840,HANARO 미국S&P500,153
280320,ACE 미국IT인터넷(합성 H),153
0001P0,마이티 바이오시밀러&CDMO액티브,152
228820,TIGER KTOP30,152
300610,TIGER K게임,151
0094X0,1Q 샤오미밸류체인액티브,151
0113G0,KoAct 미국바이오헬스케어액티브,149
140580,RISE 우량업종대표주,149
244620,KODEX 모멘텀Plus,147
404120,TIME K신재생에너지액티브,147
290080,RISE 200고배당커버드콜ATM,147
131890,ACE 삼성그룹동일가중,146
417450,RISE 글로벌수소경제,144
0105D0,SOL 한국AI소프트웨어,143
234310,RISE V&S셀렉트밸류,142
416090,ACE 중국과창판STAR50,141
457700,KODEX 53-09 국고채액티브,141
354240,RISE 미국고정배당우선증권,141
0177X0,ACE K휴머노이드로봇산업TOP2+,140
371870,ACE 차이나항셍테크,140
419420,KODEX 미국클린에너지나스닥,140
496130,TRUSTON 코리아밸류업액티브,139
404650,SOL KRX기후변화솔루션,138
451600,PLUS 국고채30년액티브,137
0127V0,KIWOOM 미국S&P500 TOP10&배당다우비중전환,136
435040,ACE 글로벌브랜드TOP10,136
281990,RISE 중소형고배당,135
373490,KODEX 코리아혁신성장액티브,135
269370,TIGER S&P글로벌인프라(합성),134
413930,WON AI ESG액티브,134
137610,TIGER 농산물선물Enhanced(H),132
166400,TIGER 200커버드콜OTM,131
428560,KODEX 미국ETF산업Top10 Indxx,131
484890,SOL 머니마켓액티브,130
453660,KODEX 미국S&P500경기소비재,130
140710,KODEX 운송,129
332610,PLUS 미국단기회사채(AAA~A),129
0087F0,ACE 차이나AI빅테크TOP2+액티브,129
0127T0,KIWOOM 미국S&P500&배당다우존스비중전환,129
301400,PLUS 코스닥150,127
380340,ACE 코리아AI테크핵심산업,127
395760,PLUS ESG성장주액티브,127
0021C0,ACE TDF장기자산배분액티브,126
0133E0,TIGER 차이나증권,126
261110,TIGER 미국달러선물레버리지,125
279540,KODEX 최소변동성,125
465670,TIGER 미국캐시카우100,125
0182R0,1Q K반도체TOP2+,125
0182S0,1Q K반도체TOP2채권혼합50,124
269530,PLUS S&P글로벌인프라,123
464610,SOL 의료기기소부장Fn,123
0093B0,RISE 엔비디아고정테크100,123
379790,RISE 유로스탁스50(H),122
456250,KODEX 유럽명품TOP10 STOXX,122
251590,PLUS 고배당저변동50,122
114460,ACE 국고채3년,122
466810,BNK 2차전지양극재,122
385710,TIME K이노베이션액티브,122
453060,HANARO KOFR금리액티브(합성),121
395150,KODEX 웹툰&드라마,120
310080,RISE 중국MSCI China(H),120
463690,KODEX 미국S&P500커뮤니케이션,120
0177A0,WON 두산그룹포커스,120
292770,KODEX 국채선물3년인버스,119
0138D0,RISE 동학개미,119
105010,TIGER 라틴35,119
0172Y0,ACE K수출핵심TOP10산업액티브,118
0004G0,1Q 미국배당TOP30,118
0008E0,ACE 미국중심중소형제조업,117
494180,TIME 글로벌소비트렌드액티브,117
449680,TIGER 한중전기차(합성),116
215620,HK S&P코리아로우볼,116
280920,PLUS 주도업종,115
430500,KIWOOM 물가채KIS,115
485810,TIME 글로벌바이오액티브,114
0120J0,BNK 카카오그룹포커스,114
253280,RISE 헬스케어,114
487910,ACE 인도컨슈머파워액티브,113
451150,에셋플러스 글로벌영에이지액티브,113
0180V0,ACE 미국우주테크액티브,112
0127R0,RISE 미국AI클라우드인프라,112
0047N0,PLUS 차이나AI테크TOP10,112
494340,ACE 글로벌AI맞춤형반도체,111
395280,HANARO Fn K-게임,110
480460,WON 한국부동산TOP3플러스,108
117690,TIGER 차이나항셍30,108
399580,RISE 글로벌클린에너지,107
460270,KIWOOM 미국달러SOFR금리액티브(합성),107
411860,KIWOOM 독일DAX,106
285690,FOCUS ESG리더스,105
489860,KIWOOM 글로벌전력GRID인프라,105
225800,KIWOOM 미국달러선물레버리지,105
237440,TIGER 경기방어채권혼합,105
0166T0,PLUS 글로벌저작권핵심기업액티브,104
341850,TIGER 리츠부동산인프라채권,102
266390,KODEX 경기소비재,102
326230,RISE 내수주플러스,102
0176P0,FOCUS AI반도체위클리고정커버드콜,102
181480,ACE 미국부동산리츠(합성 H),101
0002C0,에셋플러스 인도일등기업포커스20액티브,101
375270,RISE 글로벌데이터센터리츠(합성),100
230480,KIWOOM 미국달러선물인버스2X,100
0082F0,HANARO 유럽방산,99
488290,마이다스 일본테크액티브,99
140570,RISE 수출주,99
0102X0,ACE 유럽방산TOP10,98
435550,KIWOOM TDF2050액티브 적격,97
429740,PLUS K리츠,97
139290,TIGER 200 경기소비재,96
250780,TIGER 코스닥150선물인버스,95
270800,RISE KQ고배당,95
174350,TIGER 로우볼,94
429010,TIGER 미국나스닥넥스트100,93
433250,UNICORN R&D 액티브,93
487920,ACE 인도시장대표BIG5그룹액티브,93
0174R0,KIWOOM 미국성장다우존스,92
437370,RISE 글로벌농업경제,91
390400,KODEX 미국스마트모빌리티S&P,91
450180,KODEX 한중전기차(합성),91
381570,HANARO Fn친환경에너지,91
451670,RISE 국채30년레버리지(합성),91
0036Z0,RISE 미국천연가스밸류체인,90
497510,ACE 글로벌빅파마,88
0053M0,더제이 중소형포커스액티브,88
0005C0,RISE 미국S&P500엔화노출(합성 H),88
457930,BNK 미래전략기술액티브,88
0084D0,KIWOOM 미국테크100월간목표헤지액티브,88
227570,TIGER 우량가치,88
494210,SOL 미국500타겟데일리커버드콜액티브,88
483020,KIWOOM 의료AI,87
429980,SOL 한국형글로벌전기차&2차전지액티브,87
435540,KIWOOM TDF2040액티브 적격,86
499150,SOL 미국S&P500엔화노출(H),85
438740,마이다스 중소형액티브,85
0174B0,KoAct 글로벌AI메모리반도체액티브,85
0154H0,KoAct 차이나바이오헬스케어액티브,84
182490,TIGER 단기선진하이일드(합성 H),83
139240,TIGER 200 철강소재,83
462340,에셋플러스 글로벌다이나믹시니어액티브,82
256450,PLUS 심천차이넥스트(합성),82
291630,KIWOOM 코스닥150선물레버리지,82
404540,TIGER KRX기후변화솔루션,82
219900,ACE 중국본토CSI300레버리지(합성),81
368680,KODEX K-뉴딜디지털플러스,80
497520,ACE 일라이릴리밸류체인,80
0073X0,FOCUS 알리바바미국채커버드콜혼합,80
217780,TIGER 차이나CSI300인버스(합성),80
435530,KIWOOM TDF2030액티브 적격,77
0132D0,KoAct 글로벌K컬처밸류체인액티브,75
244670,KODEX 밸류Plus,75
413220,SOL 차이나태양광CSI(합성),75
488480,RISE 일본섹터TOP4Plus,74
391600,ACE 미국친환경그린테마,74
395750,PLUS ESG가치주액티브,73
243890,TIGER 200에너지화학레버리지,73
316300,ACE 싱가포르리츠,73
0174J0,DAISHIN343 오피스리츠플러스,73
402460,HANARO Fn K-메타버스MZ,72
189400,PLUS 글로벌MSCI(합성 H),71
304670,KODEX 미국30년국채울트라선물인버스(H),70
0078V0,PLUS 미국로보택시,69
314700,HANARO 농업융복합산업,69
0131A0,SOL 차이나소비트렌드,69
456200,PLUS 미국달러SOFR금리액티브(합성),69
176950,KODEX 국채선물10년인버스,69
407300,HANARO Fn골프테마,65
400590,SOL 글로벌탄소배출권선물ICE(합성),65
474390,SOL 국고채30년액티브,65
307510,TIGER 의료기기,65
139660,KIWOOM 미국달러선물인버스,63
289670,PLUS 국채선물10년,63
138920,KODEX 콩선물(H),59
306530,HANARO 코스닥150선물레버리지,58
295000,RISE 국채선물10년,58
483030,KIWOOM 미국블록버스터바이오테크의약품+,57
469530,RISE 미국달러선물인버스,56
0114X0,RISE 글로벌게임테크TOP3Plus,55
432600,RISE 국채선물3년,55
220130,SOL 차이나강소기업CSI500(합성 H),55
261920,ACE MSCI필리핀(합성),54
0128D0,PLUS 차이나항셍테크위클리타겟커버드콜,54
321410,KODEX 멀티에셋하이인컴(H),54
0015E0,KIWOOM 엔비디아미국30년국채혼합액티브(H),54
267450,RISE 미국장기국채선물인버스(H),54
427120,RISE AI플랫폼,53
401590,HANARO 글로벌탄소배출권선물ICE(합성),53
225030,TIGER 미국S&P500선물인버스(H),53
400580,SOL 유럽탄소배출권선물S&P(H),53
334690,RISE 팔라듐선물(H),52
291890,KODEX MSCI EM선물(H),52
397420,RISE 국채선물5년추종,52
476000,UNICORN 포스트IPO액티브,52
244660,KODEX 퀄리티Plus,52
476310,RISE 글로벌비만산업TOP2+,52
483240,TIGER 미국나스닥100ETF선물,51
498610,RISE 인도디지털성장,51
315270,TIGER 200커뮤니케이션서비스,51
266550,PLUS 중형주저변동50,51
267440,RISE 미국장기국채선물(H),50
227550,TIGER 200 산업재,49
205720,ACE 일본TOPIX인버스(합성 H),48
277650,TIGER 코스피중형주,48
0015K0,TIGER 미국소비트렌드액티브,47
373790,KIWOOM 미국방어배당성장나스닥,47
227560,TIGER 200 생활소비재,47
226380,ACE Fn성장소비주도주,46
488210,KIWOOM K-반도체북미공급망,46
0010E0,ACE FTSE WGBI Korea,45
252420,RISE 200선물인버스2X,45
490330,KoAct 미국치매&뇌질환치료제액티브,44
225050,TIGER 유로스탁스레버리지(합성 H),44
0050E0,PLUS 미국AI에이전트,40
238670,PLUS 스마트베타Quality채권혼합,40
267490,RISE 미국장기국채선물레버리지(합성 H),39
291680,RISE 차이나H선물인버스(H),38
470310,UNICORN 생성형AI강소기업액티브,37
252410,RISE 200선물인버스,37
491630,RISE 미국반도체인버스(합성 H),37
145670,ACE 인버스,36
454180,KIWOOM 차이나내수소비TOP CSI,35
424460,HANARO 글로벌워터MSCI(합성),33
0079X0,ACE BYD밸류체인액티브,32
280940,KODEX 골드선물인버스(H),29
489010,PLUS 글로벌AI인프라,29
253230,KIWOOM 200선물인버스2X,28
452440,VITA 밸류알파액티브,28
291620,KIWOOM 코스닥150선물인버스,23
275750,RISE 코스닥150선물인버스,22
253240,KIWOOM 200선물인버스,19
253160,PLUS 200선물인버스2X,17
334700,RISE 팔라듐선물인버스(H),17
465620,ACE 미국빅테크TOP7 Plus인버스(합성),17
412560,TIGER BBIG레버리지,17
306520,HANARO 200선물인버스,12
301410,PLUS 코스닥150선물인버스,8
